"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"CIALTAH3","journalArticle","2018","Thrall, James H.; Li, Xiang; Li, Quanzheng; Cruz, Cinthia; Do, Synho; Dreyer, Keith; Brink, James","Artificial Intelligence and Machine Learning in Radiology: Opportunities, Challenges, Pitfalls, and Criteria for Success","Journal of the American College of Radiology","","15461440","10.1016/j.jacr.2017.12.026","https://linkinghub.elsevier.com/retrieve/pii/S154614401731671X","Worldwide interest in artiﬁcial intelligence (AI) applications, including imaging, is high and growing rapidly, fueled by availability of large datasets (“big data”), substantial advances in computing power, and new deep-learning algorithms. Apart from developing new AI methods per se, there are many opportunities and challenges for the imaging community, including the development of a common nomenclature, better ways to share image data, and standards for validating AI program use across different imaging platforms and patient populations. AI surveillance programs may help radiologists prioritize work lists by identifying suspicious or positive cases for early review. AI programs can be used to extract “radiomic” information from images not discernible by visual inspection, potentially increasing the diagnostic and prognostic value derived from image datasets. Predictions have been made that suggest AI will put radiologists out of business. This issue has been overstated, and it is much more likely that radiologists will beneﬁcially incorporate AI methods into their practices. Current limitations in availability of technical expertise and even computing power will be resolved over time and can also be addressed by remote access solutions. Success for AI in imaging will be measured by value created: increased diagnostic certainty, faster turnaround, better outcomes for patients, and better quality of work life for radiologists. AI offers a new and promising set of methods for analyzing image data. Radiologists will explore these new pathways and are likely to play a leading role in medical applications of AI.","2018-03","2022-12-01 00:41:08","2022-12-01 00:41:08","2022-12-01 00:41:08","504-508","","3","15","","Journal of the American College of Radiology","Artificial Intelligence and Machine Learning in Radiology","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/mgdwyer/Zotero/storage/H7EC67Q5/Thrall et al. - 2018 - Artificial Intelligence and Machine Learning in Ra.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WNTTXA82","journalArticle","2021","Richardson, Michael L.; Garwood, Elisabeth R.; Lee, Yueh; Li, Matthew D.; Lo, Hao S.; Nagaraju, Arun; Nguyen, Xuan V.; Probyn, Linda; Rajiah, Prabhakar; Sin, Jessica; Wasnik, Ashish P.; Xu, Kali","Noninterpretive Uses of Artificial Intelligence in Radiology","Academic Radiology","","10766332","10.1016/j.acra.2020.01.012","https://linkinghub.elsevier.com/retrieve/pii/S1076633220300398","","2021-09","2022-12-01 00:41:10","2022-12-01 00:41:10","2022-12-01 00:41:10","1225-1235","","9","28","","Academic Radiology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/mgdwyer/Zotero/storage/CK2CUVQN/Richardson et al. - 2021 - Noninterpretive Uses of Artificial Intelligence in.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B79Z44BK","journalArticle","2022","Bonacchi, Raffaello; Filippi, Massimo; Rocca, Maria A.","Role of artificial intelligence in MS clinical practice","NeuroImage: Clinical","","22131582","10.1016/j.nicl.2022.103065","https://linkinghub.elsevier.com/retrieve/pii/S2213158222001309","Machine learning (ML) and its subset, deep learning (DL), are branches of artificial intelligence (AI) showing promising findings in the medical field, especially when applied to imaging data. Given the substantial role of MRI in the diagnosis and management of patients with multiple sclerosis (MS), this disease is an ideal candidate for the application of AI techniques. In this narrative review, we are going to discuss the potential applications of AI for MS clinical practice, together with their limitations. Among their several advantages, ML algorithms are able to automate repetitive tasks, to analyze more data in less time and to achieve higher accuracy and repro­ ducibility than the human counterpart. To date, these algorithms have been applied to MS diagnosis, prognosis, disease and treatment monitoring. Other fields of application have been improvement of MRI protocols as well as automated lesion and tissue segmentation. However, several challenges remain, including a better understanding of the information selected by AI algorithms, appropriate multicenter and longitudinal validations of results and practical aspects regarding hardware and software integration. Finally, one cannot overemphasize the para­ mount importance of human supervision, in order to optimize the use and take full advantage of the potential of AI approaches.","2022","2022-12-01 00:41:12","2023-01-28 02:33:08","2022-12-01 00:41:12","103065","","","35","","NeuroImage: Clinical","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/mgdwyer/Zotero/storage/JWHSMB2W/Bonacchi et al. - 2022 - Role of artificial intelligence in MS clinical pra.pdf","","Key; Read","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7W8TI89C","book","2022","","Augmenting Neurological Disorder Prediction and Rehabilitation Using Artificial Intelligence","","978-0-323-90037-9","","","https://linkinghub.elsevier.com/retrieve/pii/C20200032949","","2022","2022-12-01 00:41:13","2022-12-01 00:41:13","2022-12-01 00:41:13","","","","","","","","","","","","Elsevier","","en","","","","","DOI.org (Crossref)","","DOI: 10.1016/C2020-0-03294-9","","/Users/mgdwyer/Zotero/storage/SULJ2P9Z/2022 - Augmenting Neurological Disorder Prediction and Re.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2TBSJJL4","journalArticle","2019","Duong, Michael Tran; Rauschecker, Andreas M.; Rudie, Jeffrey D.; Chen, Po-Hao; Cook, Tessa S.; Bryan, R. Nick; Mohan, Suyash","Artificial intelligence for precision education in radiology","The British Journal of Radiology","","0007-1285, 1748-880X","10.1259/bjr.20190389","https://www.birpublications.org/doi/10.1259/bjr.20190389","In the era of personalized medicine, the emphasis of health care is shifting from populations to individuals. Artificial intelligence (AI) is capable of learning without explicit instruction and has emerging applications in medicine, particularly radiology. Whereas much attention has focused on teaching radiology trainees about AI, here our goal is to instead focus on how AI might be developed to better teach radiology trainees. While the idea of using AI to improve education is not new, the application of AI to medical and radiological education remains very limited. Based on the current educational foundation, we highlight an AI-integrated framework to augment radiology education and provide use case examples informed by our own institution’s practice. The coming age of “AI-augmented radiology” may enable not only “precision medicine” but also what we describe as “precision medical education,” where instruction is tailored to individual trainees based on their learning styles and needs.","2019-11","2022-12-01 00:41:15","2023-01-28 16:01:39","2022-12-01 00:41:15","20190389","","1103","92","","BJR","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/mgdwyer/Zotero/storage/CSR7RE92/Duong et al. - 2019 - Artificial intelligence for precision education in.pdf","","Read","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANVSQZC5","journalArticle","2020","Recht, Michael P.; Dewey, Marc; Dreyer, Keith; Langlotz, Curtis; Niessen, Wiro; Prainsack, Barbara; Smith, John J.","Integrating artificial intelligence into the clinical practice of radiology: challenges and recommendations","European Radiology","","0938-7994, 1432-1084","10.1007/s00330-020-06672-5","http://link.springer.com/10.1007/s00330-020-06672-5","Artificial intelligence (AI) has the potential to significantly disrupt the way radiology will be practiced in the near future, but several issues need to be resolved before AI can be widely implemented in daily practice. These include the role of the different stakeholders in the development of AI for imaging, the ethical development and use of AI in healthcare, the appropriate validation of each developed AI algorithm, the development of effective data sharing mechanisms, regulatory hurdles for the clearance of AI algorithms, and the development of AI educational resources for both practicing radiologists and radiology trainees. This paper details these issues and presents possible solutions based on discussions held at the 2019 meeting of the International Society for Strategic Studies in Radiology.","2020-06","2022-12-01 00:41:17","2022-12-01 00:41:17","2022-12-01 00:41:17","3576-3584","","6","30","","Eur Radiol","Integrating artificial intelligence into the clinical practice of radiology","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/mgdwyer/Zotero/storage/ND6STKK2/Recht et al. - 2020 - Integrating artificial intelligence into the clini.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2P947MMU","journalArticle","2022","Barile, Berardino; Ashtari, Pooya; Stamile, Claudio; Marzullo, Aldo; Maes, Frederik; Durand-Dubief, Françoise; Van Huffel, Sabine; Sappey-Marinier, Dominique","Classification of multiple sclerosis clinical profiles using machine learning and grey matter connectome","Frontiers in Robotics and AI","","2296-9144","10.3389/frobt.2022.926255","https://www.frontiersin.org/articles/10.3389/frobt.2022.926255/full","Purpose:               The main goal of this study is to investigate the discrimination power of Grey Matter (GM) thickness connectome data between Multiple Sclerosis (MS) clinical profiles using statistical and Machine Learning (ML) methods.                                         Materials and Methods:               A dataset composed of 90 MS patients acquired at the MS clinic of Lyon Neurological Hospital was used for the analysis. Four MS profiles were considered, corresponding to Clinical Isolated Syndrome (CIS), Relapsing-Remitting MS (RRMS), Secondary Progressive MS (SPMS), and Primary Progressive MS (PPMS). Each patient was classified in one of these profiles by our neurologist and underwent longitudinal MRI examinations including T1-weighted image acquisition at each examination, from which the GM tissue was segmented and the cortical GM thickness measured. Following the GM parcellation using two different atlases (FSAverage and Glasser 2016), the morphological connectome was built and six global metrics (Betweenness Centrality (BC), Assortativity (               r               ), Transitivity (T), Efficiency (               E                                g                              ), Modularity (Q) and Density (D)) were extracted. Based on their connectivity metrics, MS profiles were first statistically compared and second, classified using four different learning machines (Logistic Regression, Random Forest, Support Vector Machine and AdaBoost), combined in a higher level ensemble model by majority voting. Finally, the impact of the GM spatial resolution on the MS clinical profiles classification was analyzed.                                         Results:               Using binary comparisons between the four MS clinical profiles, statistical differences and classification performances higher than 0.7 were observed. Good performances were obtained when comparing the two early clinical forms, RRMS and PPMS (F1 score of 0.86), and the two neurodegenerative profiles, PPMS and SPMS (F1 score of 0.72). When comparing the two atlases, slightly better performances were obtained with the Glasser 2016 atlas, especially between RRMS with PPMS (F1 score of 0.83), compared to the FSAverage atlas (F1 score of 0.69). Also, the thresholding value for graph binarization was investigated suggesting more informative graph properties in the percentile range between 0.6 and 0.8.                                         Conclusion:               An automated pipeline was proposed for the classification of MS clinical profiles using six global graph metrics extracted from the GM morphological connectome of MS patients. This work demonstrated that GM morphological connectivity data could provide good classification performances by combining four simple ML models, without the cost of long and complex MR techniques, such as MR diffusion, and/or deep learning architectures.","2022-10-13","2022-12-01 00:41:19","2023-01-28 02:31:40","2022-12-01 00:41:19","926255","","","9","","Front. Robot. AI","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/mgdwyer/Zotero/storage/U9RGZZUC/Barile et al. - 2022 - Classification of multiple sclerosis clinical prof.pdf","","Read","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KZ8VYTUP","journalArticle","2021","Seccia, Ruggiero; Romano, Silvia; Salvetti, Marco; Crisanti, Andrea; Palagi, Laura; Grassi, Francesca","Machine Learning Use for Prognostic Purposes in Multiple Sclerosis","Life","","2075-1729","10.3390/life11020122","https://www.mdpi.com/2075-1729/11/2/122","The course of multiple sclerosis begins with a relapsing-remitting phase, which evolves into a secondarily progressive form over an extremely variable period, depending on many factors, each with a subtle inﬂuence. To date, no prognostic factors or risk score have been validated to predict disease course in single individuals. This is increasingly frustrating, since several treatments can prevent relapses and slow progression, even for a long time, although the possible adverse effects are relevant, in particular for the more effective drugs. An early prediction of disease course would allow differentiation of the treatment based on the expected aggressiveness of the disease, reserving high-impact therapies for patients at greater risk. To increase prognostic capacity, approaches based on machine learning (ML) algorithms are being attempted, given the failure of other approaches. Here we review recent studies that have used clinical data, alone or with other types of data, to derive prognostic models. Several algorithms that have been used and compared are described. Although no study has proposed a clinically usable model, knowledge is building up and in the future strong tools are likely to emerge.","2021-02-05","2022-12-01 00:41:22","2022-12-01 00:41:22","2022-12-01 00:41:22","122","","2","11","","Life","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/mgdwyer/Zotero/storage/J69MWAWC/Seccia et al. - 2021 - Machine Learning Use for Prognostic Purposes in Mu.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9WZYA5DV","journalArticle","2021","Lin, Dana J.; Johnson, Patricia M.; Knoll, Florian; Lui, Yvonne W.","Artificial Intelligence for MR Image Reconstruction: An Overview for Clinicians","Journal of Magnetic Resonance Imaging","","1053-1807, 1522-2586","10.1002/jmri.27078","https://onlinelibrary.wiley.com/doi/10.1002/jmri.27078","","2021-04","2022-12-01 00:41:24","2022-12-01 00:41:24","2022-12-01 00:41:24","1015-1028","","4","53","","J Magn Reson Imaging","Artificial Intelligence for MR Image Reconstruction","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/mgdwyer/Zotero/storage/R4KPUYZH/Lin et al. - 2021 - Artificial Intelligence for MR Image Reconstructio.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HF5RVDS3","journalArticle","2019","Geis, J. Raymond; Brady, Adrian P.; Wu, Carol C.; Spencer, Jack; Ranschaert, Erik; Jaremko, Jacob L.; Langer, Steve G.; Borondy Kitts, Andrea; Birch, Judy; Shields, William F.; van den Hoven van Genderen, Robert; Kotter, Elmar; Wawira Gichoya, Judy; Cook, Tessa S.; Morgan, Matthew B.; Tang, An; Safdar, Nabile M.; Kohli, Marc","Ethics of Artificial Intelligence in Radiology: Summary of the Joint European and North American Multisociety Statement","Radiology","","0033-8419, 1527-1315","10.1148/radiol.2019191586","http://pubs.rsna.org/doi/10.1148/radiol.2019191586","This statement highlights our consensus that ethical use of AI in radiology should promote well-being, minimize harm, and ensure that the benefits and harms are distributed among stakeholders in a just manner.","2019-11","2022-12-01 00:41:25","2022-12-01 00:41:25","2022-12-01 00:41:25","436-440","","2","293","","Radiology","Ethics of Artificial Intelligence in Radiology","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/mgdwyer/Zotero/storage/62V3QZ7L/Geis et al. - 2019 - Ethics of Artificial Intelligence in Radiology Su.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"47ABLAMD","journalArticle","2020","Bluemke, David A.; Moy, Linda; Bredella, Miriam A.; Ertl-Wagner, Birgit B.; Fowler, Kathryn J.; Goh, Vicky J.; Halpern, Elkan F.; Hess, Christopher P.; Schiebler, Mark L.; Weiss, Clifford R.","Assessing Radiology Research on Artificial Intelligence: A Brief Guide for Authors, Reviewers, and Readers—From the <i>Radiology</i> Editorial Board","Radiology","","0033-8419, 1527-1315","10.1148/radiol.2019192515","http://pubs.rsna.org/doi/10.1148/radiol.2019192515","","2020-03","2022-12-01 00:41:27","2023-01-28 02:34:04","2022-12-01 00:41:27","487-489","","3","294","","Radiology","Assessing Radiology Research on Artificial Intelligence","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/mgdwyer/Zotero/storage/JZCBCTMT/Bluemke et al. - 2020 - Assessing Radiology Research on Artificial Intelli.pdf","","Key; Read","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GQ652VB2","journalArticle","2020","Rauschecker, Andreas M.; Rudie, Jeffrey D.; Xie, Long; Wang, Jiancong; Duong, Michael Tran; Botzolakis, Emmanuel J.; Kovalovich, Asha M.; Egan, John; Cook, Tessa C.; Bryan, R. Nick; Nasrallah, Ilya M.; Mohan, Suyash; Gee, James C.","Artificial Intelligence System Approaching Neuroradiologist-level Differential Diagnosis Accuracy at Brain MRI","Radiology","","0033-8419, 1527-1315","10.1148/radiol.2020190283","http://pubs.rsna.org/doi/10.1148/radiol.2020190283","Background:  Although artificial intelligence (AI) shows promise across many aspects of radiology, the use of AI to create differential diagnoses for rare and common diseases at brain MRI has not been demonstrated. Purpose:  To evaluate an AI system for generation of differential diagnoses at brain MRI compared with radiologists. Materials and Methods:  This retrospective study tested performance of an AI system for probabilistic diagnosis in patients with 19 common and rare diagnoses at brain MRI acquired between January 2008 and January 2018. The AI system combines data-driven and domain-expertise methodologies, including deep learning and Bayesian networks. First, lesions were detected by using deep learning. Then, 18 quantitative imaging features were extracted by using atlas-based coregistration and segmentation. Third, these image features were combined with five clinical features by using Bayesian inference to develop probability-ranked differential diagnoses. Quantitative feature extraction algorithms and conditional probabilities were fine-tuned on a training set of 86 patients (mean age, 49 years 6 16 [standard deviation]; 53 women). Accuracy was compared with radiology residents, general radiologists, neuroradiology fellows, and academic neuroradiologists by using accuracy of top one, top two, and top three differential diagnoses in 92 independent test set patients (mean age, 47 years 6 18; 52 women). Results:  For accuracy of top three differential diagnoses, the AI system (91% correct) performed similarly to academic neuroradiologists (86% correct; P = .20), and better than radiology residents (56%; P , .001), general radiologists (57%; P , .001), and neuroradiology fellows (77%; P = .003). The performance of the AI system was not affected by disease prevalence (93% accuracy for common vs 85% for rare diseases; P = .26). Radiologists were more accurate at diagnosing common versus rare diagnoses (78% vs 47% across all radiologists; P , .001). Conclusion:  An artificial intelligence system for brain MRI approached overall top one, top two, and top three differential diagnoses accuracy of neuroradiologists and exceeded that of less-specialized radiologists.","2020-06","2022-12-01 00:41:29","2022-12-01 00:41:29","2022-12-01 00:41:29","626-637","","3","295","","Radiology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/mgdwyer/Zotero/storage/NMMVB9Y6/Rauschecker et al. - 2020 - Artificial Intelligence System Approaching Neurora.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N9K2DYUE","journalArticle","2020","Zaharchuk, Greg","Fellow in a Box: Combining AI and Domain Knowledge with Bayesian Networks for Differential Diagnosis in Neuroimaging","Radiology","","0033-8419, 1527-1315","10.1148/radiol.2020200819","http://pubs.rsna.org/doi/10.1148/radiol.2020200819","","2020-06","2022-12-01 00:41:31","2022-12-01 00:41:31","2022-12-01 00:41:31","638-639","","3","295","","Radiology","Fellow in a Box","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/mgdwyer/Zotero/storage/S35BUU8I/Zaharchuk - 2020 - Fellow in a Box Combining AI and Domain Knowledge.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZSRWDDQ6","journalArticle","2020","Mollura, Daniel J.; Culp, Melissa P.; Pollack, Erica; Battino, Gillian; Scheel, John R.; Mango, Victoria L.; Elahi, Ameena; Schweitzer, Alan; Dako, Farouk","Artificial Intelligence in Low- and Middle-Income Countries: Innovating Global Health Radiology","Radiology","","0033-8419, 1527-1315","10.1148/radiol.2020201434","http://pubs.rsna.org/doi/10.1148/radiol.2020201434","This review examines the potential roles of artificial intelligence in low- and middle-income countries for radiology and global health development.","2020-12","2022-12-01 00:41:33","2022-12-01 00:41:33","2022-12-01 00:41:33","513-520","","3","297","","Radiology","Artificial Intelligence in Low- and Middle-Income Countries","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/mgdwyer/Zotero/storage/I4K4Q6GA/Mollura et al. - 2020 - Artificial Intelligence in Low- and Middle-Income .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3KZTVQ6P","journalArticle","2020","Reyes, Mauricio; Meier, Raphael; Pereira, Sérgio; Silva, Carlos A.; Dahlweid, Fried-Michael; Tengg-Kobligk, Hendrik von; Summers, Ronald M.; Wiest, Roland","On the Interpretability of Artificial Intelligence in Radiology: Challenges and Opportunities","Radiology: Artificial Intelligence","","2638-6100","10.1148/ryai.2020190043","http://pubs.rsna.org/doi/10.1148/ryai.2020190043","Interpretability methods hold the potential to improve understanding, trust, and verification of radiology artificial intelligence systems; active involvement of the radiology community is necessary for their development and evaluation.","2020-05-01","2022-12-01 00:41:35","2022-12-01 00:41:35","2022-12-01 00:41:35","e190043","","3","2","","Radiology: Artificial Intelligence","On the Interpretability of Artificial Intelligence in Radiology","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/mgdwyer/Zotero/storage/HWUYYFEL/Reyes et al. - 2020 - On the Interpretability of Artificial Intelligence.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZNMAWIX5","journalArticle","2021","Baur, Christoph; Wiestler, Benedikt; Muehlau, Mark; Zimmer, Claus; Navab, Nassir; Albarqouni, Shadi","Modeling Healthy Anatomy with Artificial Intelligence for Unsupervised Anomaly Detection in Brain MRI","Radiology: Artificial Intelligence","","2638-6100","10.1148/ryai.2021190169","http://pubs.rsna.org/doi/10.1148/ryai.2021190169","Purpose:  To develop an unsupervised deep learning model on MR images of normal brain anatomy to automatically detect deviations indicative of pathologic states on abnormal MR images. Materials and Methods:  In this retrospective study, spatial autoencoders with skip-connections (which can learn to compress and reconstruct data) were leveraged to learn the normal variability of the brain from MR scans of healthy individuals. A total of 100 normal, in-house MR scans were used for training. Subsequently, as the model was unable to reconstruct anomalies well, this characteristic was exploited for detecting and delineating various diseases by computing the difference between the input data and their reconstruction. The unsupervised model was compared with a supervised U-Net– and threshold-based classifier trained on data from 50 patients with multiple sclerosis (in-house dataset) and 50 patients from The Cancer Imaging Archive. Both the unsupervised and supervised U-Net models were tested on five different datasets containing MR images of microangiopathy, glioblastoma, and multiple sclerosis. Precisionrecall statistics and derivations thereof (mean area under the precision-recall curve, Dice score) were used to quantify lesion detection and segmentation performance. Results:  The unsupervised approach outperformed the naive thresholding approach in lesion detection (mean F1 scores ranging from 17% to 62% vs 6.4% to 15% across the five different datasets) and performed similarly to the supervised U-Net (20%–64%) across a variety of pathologic conditions. This outperformance was mostly driven by improved precision compared with the thresholding approach (mean precisions, 15%–59% vs 3.4%–10%). The model was also developed to create an anomaly heatmap display. Conclusion:  The unsupervised deep learning model was able to automatically detect anomalies on brain MR images with high performance.","2021-05-01","2022-12-01 00:41:36","2023-01-28 15:05:16","2022-12-01 00:41:36","e190169","","3","3","","Radiology: Artificial Intelligence","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/mgdwyer/Zotero/storage/XUICWET9/Baur et al. - 2021 - Modeling Healthy Anatomy with Artificial Intellige.pdf","","Read; Key","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UGRQDKMW","journalArticle","2020","Strohm, Lea; Hehakaya, Charisma; Ranschaert, Erik R.; Boon, Wouter P. C.; Moors, Ellen H. M.","Implementation of artificial intelligence (AI) applications in radiology: hindering and facilitating factors","European Radiology","","0938-7994, 1432-1084","10.1007/s00330-020-06946-y","https://link.springer.com/10.1007/s00330-020-06946-y","Objective The objective was to identify barriers and facilitators to the implementation of artificial intelligence (AI) applications in clinical radiology in The Netherlands. Materials and methods Using an embedded multiple case study, an exploratory, qualitative research design was followed. Data collection consisted of 24 semi-structured interviews from seven Dutch hospitals. The analysis of barriers and facilitators was guided by the recently published Non-adoption, Abandonment, Scale-up, Spread, and Sustainability (NASSS) framework for new medical technologies in healthcare organizations. Results Among the most important facilitating factors for implementation were the following: (i) pressure for cost containment in the Dutch healthcare system, (ii) high expectations of AI’s potential added value, (iii) presence of hospital-wide innovation strategies, and (iv) presence of a “local champion.” Among the most prominent hindering factors were the following: (i) inconsistent technical performance of AI applications, (ii) unstructured implementation processes, (iii) uncertain added value for clinical practice of AI applications, and (iv) large variance in acceptance and trust of direct (the radiologists) and indirect (the referring clinicians) adopters. Conclusion In order for AI applications to contribute to the improvement of the quality and efficiency of clinical radiology, implementation processes need to be carried out in a structured manner, thereby providing evidence on the clinical added value of AI applications.","2020-10","2022-12-01 00:41:38","2023-01-29 17:28:34","2022-12-01 00:41:38","5525-5532","","10","30","","Eur Radiol","Implementation of artificial intelligence (AI) applications in radiology","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/mgdwyer/Zotero/storage/FFBBPME9/Strohm et al. - 2020 - Implementation of artificial intelligence (AI) app.pdf","","Read","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RU6E4UDJ","journalArticle","2021","van Leeuwen, Kicky G.; Schalekamp, Steven; Rutten, Matthieu J. C. M.; van Ginneken, Bram; de Rooij, Maarten","Artificial intelligence in radiology: 100 commercially available products and their scientific evidence","European Radiology","","0938-7994, 1432-1084","10.1007/s00330-021-07892-z","https://link.springer.com/10.1007/s00330-021-07892-z","Objectives Map the current landscape of commercially available artificial intelligence (AI) software for radiology and review the availability of their scientific evidence. Methods We created an online overview of CE-marked AI software products for clinical radiology based on vendor-supplied product specifications (www.aiforradiology.com). Characteristics such as modality, subspeciality, main task, regulatory information, deployment, and pricing model were retrieved. We conducted an extensive literature search on the available scientific evidence of these products. Articles were classified according to a hierarchical model of efficacy. Results The overview included 100 CE-marked AI products from 54 different vendors. For 64/100 products, there was no peerreviewed evidence of its efficacy. We observed a large heterogeneity in deployment methods, pricing models, and regulatory classes. The evidence of the remaining 36/100 products comprised 237 papers that predominantly (65%) focused on diagnostic accuracy (efficacy level 2). From the 100 products, 18 had evidence that regarded level 3 or higher, validating the (potential) impact on diagnostic thinking, patient outcome, or costs. Half of the available evidence (116/237) were independent and not (co-)funded or (co-)authored by the vendor. Conclusions Even though the commercial supply of AI software in radiology already holds 100 CE-marked products, we conclude that the sector is still in its infancy. For 64/100 products, peer-reviewed evidence on its efficacy is lacking. Only 18/ 100 AI products have demonstrated (potential) clinical impact.","2021-06","2022-12-01 00:41:40","2022-12-01 00:41:40","2022-12-01 00:41:40","3797-3804","","6","31","","Eur Radiol","Artificial intelligence in radiology","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/mgdwyer/Zotero/storage/7ZF7VE4J/van Leeuwen et al. - 2021 - Artificial intelligence in radiology 100 commerci.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TZUKYHYC","journalArticle","2018","Hosny, Ahmed; Parmar, Chintan; Quackenbush, John; Schwartz, Lawrence H.; Aerts, Hugo J. W. L.","Artificial intelligence in radiology","Nature Reviews Cancer","","1474-175X, 1474-1768","10.1038/s41568-018-0016-5","http://www.nature.com/articles/s41568-018-0016-5","Artificial intelligence (AI) algorithms, particularly deep learning, have demonstrated remarkable progress in image-recognition tasks. Methods ranging from convolutional neural networks to variational autoencoders have found myriad applications in the medical image analysis field, propelling it forward at a rapid pace. Historically , in radiology practice, trained physicians visually assessed medical images for the detection, characterization and monitoring of diseases. AI methods excel at automatically recognizing complex patterns in imaging data and providing quantitative, rather than qualitative, assessments of radiographic characteristics. In this Opinion article, we establish a general understanding of AI methods, particularly those pertaining to image-b ased tasks. We explore how these methods could impact multiple facets of radiology , with a general focus on applications in oncology , and demonstrate ways in which these methods are advancing the field. Finally , we discuss the challenges facing clinical implementation and provide our perspective on how the domain could be advanced.","2018-08","2022-12-01 00:41:42","2022-12-01 00:41:42","2022-12-01 00:41:42","500-510","","8","18","","Nat Rev Cancer","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/mgdwyer/Zotero/storage/A44GIKCH/Hosny et al. - 2018 - Artificial intelligence in radiology.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
